Row	Locator Number	Address	Zip Code	Distance (miles)	Sale Date	Sale Price	Price Per Sq. Ft.	Sale Validity	Total Acres	Living Units / Story Height	Exterior Wall Type	Architectural Style	Year Built	Total Living Area	Basement	Bed / Total Rooms	Full / Half Baths
164	24S330275	617 Hickory Knoll Ct.	63021	0.50	4/14/2021	$265,000	$212.51	X	0.1868	1 / 1	Asbestos	Split Foyer	1978	1,247	Full	3 / 7	2 / 0
165	24S330253	544 Cherry Ridge Ct.	63021	0.48	1/12/2021	$265,000	$191.75	X	0.2132	1 / 1	Aluminum / Vinyl	Ranch	1978	1,382	Full	3 / 7	2 / 0
166	23S340671	233 Ramsey Ln.	63021	0.61	2/16/2021	$265,000	$180.88	X	0.4591	1 / 1	Aluminum / Vinyl	Bungalow	1956	1,465	Full	4 / 7	2 / 0
167	23S310551	535 Arborwood Dr.	63021	0.42	5/26/2021	$265,000	$287.41	X	0.1884	1 / 1	Masonry and Frame	Split Foyer	1971	922	Full	3 / 7	3 / 0
168	23S220571	536 Blazedwood Dr.	63021	0.49	1/10/2022	$265,000	$236.60	X	0.1779	1 / 1	Aluminum / Vinyl	Ranch	1970	1,120	Full	3 / 6	1 / 1
169	24S540496	648 Twigwood Dr.	63021	0.50	1/19/2022	$265,000	$206.38	3	0.1951	1 / 1	Aluminum / Vinyl	Ranch	1972	1,284	Full	3 / 7	3 / 0
170	23R230201	268 Treasure Cv.	63021	0.89	8/29/2022	$265,000	$153.35	X	0.3140	1 / 1	Brick	Ranch	1967	1,728	Full	3 / 6	2 / 0
171	23S210220	267 Cedar Village Ct.	63021	0.88	9/27/2021	$266,000	$199.40	X	0.2170	1 / 1	Aluminum / Vinyl	Ranch	1974	1,334	Full	3 / 7	2 / 0
172	24R410581	906 Shandra Dr.	63021	0.31	10/1/2021	$267,000	$203.81	X	0.1700	1 / 1	Aluminum / Vinyl	Ranch	1988	1,310	Full	3 / 6	2 / 0
173	24S330077	653 Hickory Knoll Ct.	63021	0.52	6/9/2021	$268,000	$220.39	X	0.2293	1 / 1	Asbestos	Split Foyer	1977	1,216	Full	3 / 6	2 / 0
174	24R420281	904 Parma Dr.	63021	0.40	1/5/2022	$268,000	$200.74	X	0.2017	1 / 1	Asbestos	Ranch	1971	1,335	Full	3 / 7	2 / 0
175	24R440612	360 Novara Dr.	63021	0.55	8/2/2022	$269,000	$174.33	X	0.1736	1 / 1	Aluminum / Vinyl	Ranch	1971	1,543	Full	3 / 7	2 / 0
176	24S640288	414 Madrina Ct.	63021	0.06	9/20/2021	$269,000	$229.91	X	0.2121	1 / 1	Aluminum / Vinyl	Split Foyer	1973	1,170	Full	3 / 6	2 / 0
177	23R220576	2 Crown Park Ct.	63021	0.89	11/16/2021	$269,900	$182.36	X	0.3058	1 / 1	Masonry and Frame	Ranch	1975	1,480	Full	3 / 7	2 / 0
178	24R540730	408 Tulsa Ave.	63021	0.93	8/12/2022	$270,000	$192.03	X	0.2290	1 / 1	Aluminum / Vinyl	Ranch	1976	1,406	Full	4 / 7	3 / 0
179	23S310276	214 Bitterwood Dr.	63021	0.43	8/30/2021	$270,000	$211.26	X	0.1758	1 / 1	Aluminum / Vinyl	Ranch	1970	1,278	Full	3 / 8	2 / 1
180	23S310311	529 Blazedwood Dr.	63021	0.45	3/31/2021	$270,000	$247.25	2	0.1795	1 / 1	Frame	Ranch	1970	1,092	Full	3 / 6	1 / 1
181	23S220021	623 Old Ballwin Rd.	63021	0.67	8/11/2021	$271,000	$228.11	X	0.4649	1 / 1	Masonry and Frame	Ranch	1955	1,188	Full	3 / 7	3 / 0
182	23S320550	430 Paula Vale Ct.	63021	0.22	9/15/2021	$272,500	$193.81	X	0.2475	1 / 1	Aluminum / Vinyl	Ranch	1977	1,406	Full	3 / 7	2 / 0
183	23R120146	311 Sunrise Blvd.	63021	0.43	8/17/2022	$273,000	$188.40	X	0.3375	1 / 1	Masonry and Frame	Ranch	1968	1,449	Full	3 / 7	2 / 1
184	24S540760	658 Lemonwood Dr.	63021	0.48	2/15/2022	$273,000	$308.12	X	0.1848	1 / 1	Masonry and Frame	Split Foyer	1972	886	Full	3 / 7	2 / 0
185	24R140275	171 Brightfield Dr.	63021	0.53	8/27/2021	$274,950	$238.25	2	0.2119	1 / 1	Aluminum / Vinyl	Ranch	1975	1,154	Full	3 / 6	2 / 0
186	24R421123	917 Napoli Dr.	63021	0.57	8/6/2021	$275,000	$181.04	X	0.2378	1 / 1	Aluminum / Vinyl	Ranch	1975	1,519	Full	4 / 7	2 / 1
187	24S510202	407 Woodrun Dr.	63021	0.90	5/11/2021	$275,000	$131.51	X	0.1912	1 / 1.5	Aluminum / Vinyl	Conventional	1977	2,091	Part	3 / 7	2 / 1
188	24S520685	669 Walnut Point Ct.	63021	0.51	5/24/2021	$275,000	$225.96	X	0.1884	1 / 1	Aluminum / Vinyl	Ranch	1975	1,217	Full	3 / 7	2 / 1
189	24S310112	622 Clear Creek Ct.	63021	0.65	7/15/2021	$275,000	$194.48	X	0.1923	1 / 1	Masonry and Frame	Ranch	1978	1,414	Full	3 / 7	2 / 0
190	23R130101	246 Ries Rd.	63021	0.49	3/22/2021	$275,000	$164.47	X	0.8000	1 / 1	Frame	Ranch	1970	1,672	Full	3 / 7	2 / 0
191	23S240382	235 Dennison Dr.	63021	0.78	9/2/2022	$275,000	$167.58	X	0.4591	1 / 1	Aluminum / Vinyl	Ranch	1955	1,641	Full	3 / 7	3 / 0
192	24R510591	303 Oakfield Dr.	63021	0.71	1/19/2023	$275,000	$218.25	X	0.2000	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,260	Full	3 / 7	2 / 0
193	23S320716	468 Melanie Meadows Ln.	63021	0.31	1/6/2023	$275,000	$197.55	X	0.2899	1 / 1	Aluminum / Vinyl	Ranch	1985	1,392	Full	3 / 7	2 / 0
194	24S240745	437 Dogwood Hills Ct.	63021	0.67	1/3/2023	$275,000	$211.86	X	0.1849	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,298	Full	4 / 7	2 / 1
195	23R210290	111 Windcliffe Dr.	63021	0.62	11/19/2021	$276,200	$154.47	X	0.3556	1 / 1	Brick	Ranch	1965	1,788	Full	3 / 7	2 / 0
196	23R230119	281 Portwind Pl.	63021	0.83	11/18/2021	$277,000	$154.48	X	0.3733	1 / 1	Brick	Ranch	1967	1,793	Full	3 / 7	2 / 0
197	23R120173	309 Sunrise Blvd.	63021	0.43	10/4/2022	$277,000	$188.82	X	0.3455	1 / 1	Masonry and Frame	Ranch	1968	1,467	Full	3 / 7	2 / 0
198	24R140633	1035 Shadowoak Dr.	63021	0.78	6/8/2022	$277,000	$219.31	R	0.2149	1 / 1	Frame	Split Foyer	1978	1,263	Full	5 / 9	3 / 0
199	24S541321	672 Towerwood Dr.	63021	0.55	1/20/2021	$277,500	$205.55	X	0.2021	1 / 1	Aluminum / Vinyl	Ranch	1973	1,350	Full	3 / 7	3 / 0
200	23R120090	312 Sunrise Blvd.	63021	0.47	5/13/2022	$279,000	$198.15	X	0.2896	1 / 1	Brick	Ranch	1968	1,408	Full	3 / 6	2 / 0
201	23S330197	550 St Josephs Dr.	63021	0.69	6/3/2021	$279,500	$253.17	X	0.4545	1 / 1	Aluminum / Vinyl	Ranch	1955	1,104	Full	3 / 7	2 / 0
202	24R130861	117 Asilomar Ct.	63021	0.44	1/7/2021	$280,000	$204.37	X	0.2900	1 / 1	Aluminum / Vinyl	Split Foyer	1982	1,370	Full	4 / 8	3 / 0
203	24R140633	1035 Shadowoak Dr.	63021	0.78	4/19/2022	$280,000	$221.69	I	0.2149	1 / 1	Frame	Split Foyer	1978	1,263	Full	5 / 9	3 / 0
204	24S330341	616 Hickory Knoll Ct.	63021	0.53	3/29/2022	$280,000	$234.11	X	0.1894	1 / 1	Aluminum / Vinyl	Ranch	1978	1,196	Full	3 / 7	2 / 0
205	24R141348	221 Vistaoak Ct.	63021	0.67	11/16/2021	$280,000	$208.33	X	0.1885	1 / 1	Aluminum / Vinyl	Split Foyer	1979	1,344	Full	4 / 7	3 / 0
206	24S340450	563 Vernal Hill Ct.	63021	0.45	10/3/2022	$280,000	$232.17	X	0.2073	1 / 1	Frame	Split Foyer	1983	1,206	Full	3 / 6	2 / 1
207	23R110181	220 Windcliffe Dr.	63021	0.40	12/30/2022	$280,000	$244.75	X	0.2888	1 / 1	Aluminum / Vinyl	Ranch	1961	1,144	Full	3 / 7	1 / 1
208	24R230952	1060 Oak Glen Cir.	63021	0.86	12/29/2022	$280,000	$138.54	I	0.2028	1 / 1	Aluminum / Vinyl	Cape Cod	1988	2,021	Full	3 / 6	2 / 0
209	23S330203	548 St Josephs Dr.	63021	0.67	5/19/2021	$281,000	$220.21	X	0.3161	1 / 1	Frame	Ranch	1963	1,276	Full	3 / 7	3 / 0
210	24S520135	641 Turfwood Dr.	63021	0.55	3/17/2023	$284,700	$221.72	V	0.2864	1 / 1	Asbestos	Ranch	1973	1,284	Full	3 / 6	2 / 0
211	23S310513	594 Golfwood Dr.	63021	0.47	9/15/2022	$285,000	$197.91	I	0.1901	1 / 1	Aluminum / Vinyl	Ranch	1970	1,440	Full	3 / 7	2 / 0
212	24S520388	634 Towerwood Dr.	63021	0.49	5/16/2022	$285,000	$238.29	X	0.1748	1 / 1	Asbestos	Ranch	1973	1,196	Full	3 / 7	2 / 0
213	24S310080	634 Clear Creek Ct.	63021	0.67	8/19/2022	$285,000	$260.51	X	0.2264	1 / 1	Masonry and Frame	Ranch	1978	1,094	Full	3 / 6	2 / 0
214	23S120121	264 Village Creek Dr.	63021	0.92	11/2/2021	$285,000	$238.29	X	0.1873	1 / 1	Aluminum / Vinyl	Ranch	1974	1,196	Full	3 / 6	2 / 1
215	24R421426	931 Napoli Dr.	63021	0.60	11/22/2021	$285,000	$201.69	2	0.2121	1 / 1	Aluminum / Vinyl	Ranch	1976	1,413	Full	3 / 7	2 / 0
216	23R210520	242 Towercliffe Dr.	63021	0.73	11/17/2021	$285,000	$160.92	4	0.3269	1 / 1	Brick	Ranch	1966	1,771	Full	3 / 8	2 / 0
217	24S541233	337 Towerwood Dr.	63021	0.60	4/29/2022	$285,000	$217.55	X	0.1880	1 / 1	Asbestos	Ranch	1973	1,310	Full	3 / 7	2 / 1
218	24S640299	412 Madrina Ct.	63021	0.07	6/4/2021	$285,000	$237.10	X	0.2363	1 / 1	Aluminum / Vinyl	Split Foyer	1974	1,202	Full	3 / 6	2 / 0
219	24S620813	353 Marywood Ct.	63021	0.15	6/9/2021	$285,000	$234.37	X	0.2049	1 / 1	Aluminum / Vinyl	Split Foyer	1973	1,216	Full	3 / 6	1 / 1
220	23S310485	586 Golfwood Dr.	63021	0.43	9/3/2021	$285,000	$321.67	X	0.2020	1 / 1	Masonry and Frame	Split Foyer	1971	886	Full	3 / 6	1 / 1
221	23R120210	302 Breezeview Dr.	63021	0.53	6/13/2022	$286,347	$148.13	2	0.3576	1 / 1	Brick	Ranch	1967	1,933	Full	4 / 8	3 / 0
222	23S330203	548 St Josephs Dr.	63021	0.67	3/8/2022	$286,500	$224.52	2	0.3161	1 / 1	Frame	Ranch	1963	1,276	Full	3 / 7	3 / 0
223	24R530757	386 Messina Dr.	63021	0.74	7/21/2021	$286,890	$202.17	X	0.2227	1 / 1	Aluminum / Vinyl	Split Foyer	1969	1,419	Full	3 / 6	2 / 1
224	23R140175	140 Brookside Ln.	63021	0.71	11/15/2022	$288,000	$263.25	X	1.5379	1 / 1	Aluminum / Vinyl	Bungalow	1954	1,094	Full	3 / 6	1 / 0
225	24S520630	679 Walnut Point Ct.	63021	0.58	11/17/2021	$288,800	$237.30	X	0.1734	1 / 1	Aluminum / Vinyl	Ranch	1975	1,217	Full	3 / 7	2 / 1
226	24R541023	893 Braquewood Dr.	63021	0.86	10/14/2021	$289,750	$173.08	X	0.2152	1 / 2	Aluminum / Vinyl	Conventional	1975	1,674	Full	4 / 9	2 / 1
227	24S610094	576 Twigwood Dr.	63021	0.35	10/12/2021	$290,000	$225.85	X	0.1865	1 / 1	Aluminum / Vinyl	Ranch	1972	1,284	Full	3 / 7	2 / 1
228	23R130321	239 Howard Dr.	63021	0.53	12/28/2022	$290,000	$223.76	X	0.3317	1 / 1	Aluminum / Vinyl	Ranch	1959	1,296	None	3 / 5	2 / 0
229	24S330532	557 Running Creek Dr.	63021	0.57	6/9/2022	$290,000	$232.18	X	0.2073	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,249	Full	3 / 8	2 / 0
230	23S620036	444 Bush Dr.	63021	0.64	6/24/2022	$290,000	$301.45	X	0.4995	1 / 1	Aluminum / Vinyl	Bungalow	1956	962	Full	3 / 6	1 / 0
231	23S330221	544 St Josephs Dr.	63021	0.65	1/14/2021	$290,000	$158.38	X	0.3096	1 / 1	Aluminum / Vinyl	Ranch	1961	1,831	Full	3 / 6	3 / 0
232	24S331089	548 Rustic Valley Dr.	63021	0.42	3/23/2021	$290,000	$204.51	X	0.1933	1 / 1	Aluminum / Vinyl	Ranch	1982	1,418	Full	3 / 6	2 / 0
233	24R140963	211 Shadyoak Dr.	63021	0.60	7/23/2021	$290,500	$190.49	X	0.1873	1 / 1	Frame	Ranch	1980	1,525	Full	3 / 7	2 / 0
234	24R141357	225 Vistaoak Ct.	63021	0.68	6/15/2021	$293,000	$244.98	X	0.1928	1 / 1	Aluminum / Vinyl	Split Foyer	1980	1,196	Full	3 / 5	2 / 1
235	24S240394	685 Cedar Run Dr.	63021	0.64	11/16/2021	$293,625	$217.98	2	0.2682	1 / 1	Aluminum / Vinyl	Ranch	1976	1,347	Full	3 / 8	2 / 0
236	24S220121	630 Showplace Ct.	63021	0.87	10/20/2021	$294,000	$195.21	X	0.1884	1 / 1	Aluminum / Vinyl	Ranch	1978	1,506	Full	3 / 8	2 / 0
237	24S240772	502 Charoak Dr.	63021	0.80	11/18/2021	$294,750	$156.94	X	0.1608	1 / 2	Aluminum / Vinyl	Conventional	1978	1,878	Full	4 / 8	2 / 1
238	24R530867	387 Messina Dr.	63021	0.73	3/24/2022	$295,000	$241.21	X	0.1880	1 / 1	Frame	Ranch	1968	1,223	Full	3 / 7	2 / 0
239	24S220055	658 Showplace Ct.	63021	0.89	3/1/2022	$295,000	$195.88	X	0.1810	1 / 1	Aluminum / Vinyl	Ranch	1981	1,506	Full	3 / 7	2 / 0
240	24R141265	236 Valleyoak Ct.	63021	0.69	1/18/2022	$295,000	$255.63	X	0.2165	1 / 1	Aluminum / Vinyl	Ranch	1979	1,154	Full	3 / 6	2 / 0
241	24S530604	334 Village Creek Dr.	63021	0.82	4/22/2022	$295,000	$251.49	X	0.1873	1 / 1	Asbestos	Ranch	1974	1,173	Full	3 / 7	2 / 0
242	23R210373	101 Windcliffe Dr.	63021	0.73	6/21/2022	$295,000	$147.64	I	0.2885	1 / 2	Frame	Conventional	1967	1,998	Full	4 / 8	2 / 1
243	24R510283	366 Palermo Dr.	63021	0.61	8/9/2022	$295,000	$207.89	X	0.1961	1 / 1	Asbestos	Split Foyer	1972	1,419	Full	3 / 7	2 / 1
244	23S220423	207 Bitterwood Dr.	63021	0.48	1/10/2023	$295,000	$277.77	X	0.1742	1 / 1	Aluminum / Vinyl	Ranch	1970	1,062	Full	3 / 6	2 / 0
245	23R120072	114 Royal Oaks Dr.	63021	0.57	3/17/2023	$295,000	$166.57	V	0.2656	1 / 1	Brick	Ranch	1968	1,771	Full	3 / 8	3 / 0
246	24R430684	104 Tara Ridge Ct.	63021	0.12	7/30/2021	$295,000	$180.20	X	0.1869	1 / 1	Aluminum / Vinyl	Ranch	1981	1,637	Full	3 / 7	2 / 0
247	24R420335	325 Bellezza Dr.	63021	0.43	7/2/2021	$295,200	$246.82	X	0.1736	1 / 1	Aluminum / Vinyl	Ranch	1971	1,196	Full	3 / 6	2 / 0
248	23S310254	220 Bitterwood Dr.	63021	0.40	12/14/2022	$296,400	$205.83	X	0.2006	1 / 1	Aluminum / Vinyl	Ranch	1970	1,440	Full	4 / 8	2 / 0
249	24R110191	1136 Hollyberry Dr.	63021	0.65	1/8/2021	$297,000	$144.66	X	0.2227	1 / 2	Aluminum / Vinyl	Conventional	1978	2,053	Full	4 / 8	2 / 1
250	24S330352	620 Hickory Knoll Ct.	63021	0.52	3/1/2022	$298,000	$249.16	X	0.1717	1 / 1	Frame	Ranch	1978	1,196	Full	3 / 7	2 / 0
251	24S640112	461 Ballwood Dr.	63021	0.13	2/1/2022	$299,000	$228.24	X	0.1901	1 / 1	Aluminum / Vinyl	Ranch	1973	1,310	Full	3 / 7	2 / 1
252	24R230457	806 Catania Dr.	63021	0.80	4/14/2022	$300,000	$238.09	X	0.3902	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,260	Full	4 / 7	3 / 0
253	24R240311	16 Rainfield Ct.	63021	0.92	9/16/2022	$300,000	$245.09	X	0.1646	1 / 1	Aluminum / Vinyl	Split Foyer	1976	1,224	Full	3 / 8	2 / 0
254	24R130953	154 Brightfield Dr.	63021	0.52	8/5/2022	$300,000	$316.12	X	0.2191	1 / 1	Aluminum / Vinyl	Ranch	1983	949	Full	3 / 6	2 / 0
255	24R420261	913 Napoli Dr.	63021	0.57	9/2/2022	$300,000	$250.83	X	0.1791	1 / 1	Frame	Ranch	1972	1,196	Full	3 / 7	3 / 0
256	24R441208	156 Holly Garden Dr.	63021	0.34	5/24/2022	$300,000	$221.72	I	0.2297	1 / 1	Frame	Split Foyer	1979	1,353	Full	3 / 6	3 / 0
257	24R141054	210 Shadyoak Dr.	63021	0.63	4/16/2021	$300,000	$242.32	X	0.1873	1 / 1	Aluminum / Vinyl	Ranch	1980	1,238	Full	3 / 7	3 / 0
258	24R510892	369 Napoli Ct.	63021	0.68	5/19/2021	$300,000	$226.58	X	0.2231	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,324	Full	4 / 8	3 / 0
259	24R130650	177 Shadyoak Dr.	63021	0.54	8/5/2021	$300,000	$170.74	X	0.2270	1 / 1	Aluminum / Vinyl	Ranch	1978	1,757	Full	3 / 8	3 / 0
260	24S210067	531 Charoak Dr.	63021	0.87	9/9/2021	$300,000	$196.33	X	0.2379	1 / 1	Asbestos	Ranch	1979	1,528	Full	3 / 8	3 / 0
261	24R530748	384 Messina Dr.	63021	0.73	1/5/2022	$300,560	$211.81	X	0.2037	1 / 1	Aluminum / Vinyl	Split Foyer	1968	1,419	Full	3 / 7	2 / 1
262	24R420931	339 Parma Dr.	63021	0.49	9/15/2021	$301,000	$253.79	X	0.1993	1 / 1	Aluminum / Vinyl	Split Foyer	1976	1,186	Full	3 / 6	2 / 1
263	24R420591	929 Parma Dr.	63021	0.42	2/24/2021	$301,000	$241.18	X	0.2380	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,248	Full	4 / 8	3 / 0
264	24R421051	328 Bellestri Dr.	63021	0.45	2/3/2021	$301,000	$241.18	X	0.1950	1 / 1	Asbestos	Ranch	1973	1,248	Full	3 / 7	2 / 1
265	24R540262	885 Torino Dr.	63021	0.80	7/16/2021	$301,300	$251.92	X	0.2328	1 / 1	Aluminum / Vinyl	Ranch	1968	1,196	Full	3 / 6	2 / 0
266	23R420217	211 Lark Hill Ln.	63021	0.85	8/30/2022	$302,000	$267.73	X	0.5172	1 / 1	Aluminum / Vinyl	Ranch	1954	1,128	Part	3 / 7	2 / 0
267	24R441033	329 Palermo Dr.	63021	0.43	12/16/2021	$302,900	$223.21	X	0.1876	1 / 1	Asbestos	Ranch	1972	1,357	Full	3 / 6	2 / 0
268	23R230311	271 Treasure Cv.	63021	0.85	3/19/2021	$304,000	$168.60	X	0.6359	1 / 1	Brick	Ranch	1966	1,803	Full	3 / 7	2 / 1
269	24S640233	432 Madrina Ct.	63021	0.07	3/26/2021	$305,000	$244.39	X	0.2107	1 / 1	Masonry and Frame	Ranch	1976	1,248	Full	3 / 7	3 / 0
270	24R530160	107 Breezeview Dr.	63021	0.64	10/19/2021	$305,000	$168.32	X	0.3025	1 / 1	Masonry and Frame	Ranch	1968	1,812	Full	4 / 7	2 / 0
271	23S210583	327 Fox Briar Ln.	63021	0.73	1/19/2022	$305,000	$141.86	2	0.2788	1 / 1	Masonry and Frame	Ranch	1984	2,150	Full	3 / 7	2 / 0
272	24R410921	261 Cleta Ct.	63021	0.39	3/3/2022	$305,000	$198.43	X	0.1719	1 / 1	Aluminum / Vinyl	Ranch	1988	1,537	Full	3 / 7	3 / 0
273	24S330561	572 Running Creek Dr.	63021	0.61	8/29/2022	$305,000	$255.01	X	0.1983	1 / 1	Aluminum / Vinyl	Ranch	1978	1,196	Full	3 / 6	2 / 0
274	24S240662	649 Running Creek Dr.	63021	0.57	10/18/2022	$305,000	$184.73	X	0.2324	1 / 1	Masonry and Frame	Ranch	1977	1,651	Full	3 / 9	3 / 0
275	23S620322	437 Essen Ln.	63021	0.78	12/19/2022	$305,000	$228.97	X	0.5601	1 / 1	Masonry and Frame	Ranch	1955	1,332	Full	3 / 7	2 / 0
276	24R430363	418 Holly Garden Ct.	63021	0.31	5/5/2021	$305,500	$226.63	X	0.1997	1 / 1	Aluminum / Vinyl	Split Foyer	1980	1,348	Full	3 / 8	3 / 0
277	23S220762	599 Golfwood Dr.	63021	0.52	10/25/2022	$307,000	$258.41	X	0.2755	1 / 1	Brick	Ranch	1975	1,188	Full	3 / 7	2 / 0
278	24S240846	647 Nanceen Ct.	63021	0.81	6/22/2021	$308,500	$223.06	2	0.2029	1 / 1	Aluminum / Vinyl	Split Foyer	1981	1,383	Full	4 / 7	3 / 0
279	24R410325	122 Holly Garden Dr.	63021	0.28	1/11/2021	$309,500	$161.87	X	0.1846	1 / 1	Frame	Ranch	1979	1,912	Full	3 / 8	3 / 0
280	24S510181	811 Westrun Dr.	63021	0.89	6/2/2021	$309,625	$148.07	X	0.2270	1 / 1.5	Aluminum / Vinyl	Conventional	1977	2,091	Full	4 / 8	2 / 1
281	24S540825	622 Lemonwood Dr.	63021	0.42	12/16/2021	$309,900	$211.39	X	0.1874	1 / 1	Aluminum / Vinyl	Ranch	1972	1,466	Full	3 / 6	2 / 0
282	24R430611	132 Tara Ridge Ct.	63021	0.17	3/2/2023	$310,000	$162.13	X	0.2198	1 / 2	Frame	Conventional	1980	1,912	Full	4 / 8	2 / 1
283	24R420463	336 Palermo Dr.	63021	0.42	9/12/2022	$310,000	$200.51	X	0.2346	1 / 1	Aluminum / Vinyl	Ranch	1971	1,546	Full	3 / 7	2 / 0
284	24R420784	361 Bellestri Dr.	63021	0.54	6/6/2022	$310,000	$246.81	X	0.3184	1 / 1	Aluminum / Vinyl	Split Foyer	1977	1,256	Full	4 / 8	3 / 0
285	24S540870	631 Lemonwood Dr.	63021	0.42	7/29/2022	$310,000	$241.43	X	0.1874	1 / 1	Aluminum / Vinyl	Ranch	1972	1,284	Full	2 / 6	3 / 0
286	24R520921	1027 Anna Meadows Ln.	63021	0.90	4/26/2021	$310,000	$163.58	X	0.3269	1 / 2	Aluminum / Vinyl	Conventional	1988	1,895	Full	3 / 6	2 / 1
287	24R141274	224 Valleyoak Ct.	63021	0.68	7/20/2021	$310,000	$250.40	X	0.2011	1 / 1	Aluminum / Vinyl	Ranch	1979	1,238	Full	3 / 7	3 / 0
288	24R241714	1015 Oak Glen Cir.	63021	0.93	8/19/2021	$310,000	$156.40	X	0.1389	1 / 2	Aluminum / Vinyl	Conventional	1988	1,982	Full	4 / 8	3 / 1
289	24R430381	424 Holly Garden Ct.	63021	0.30	5/24/2021	$311,000	$264.00	X	0.2360	1 / 1	Aluminum / Vinyl	Split Foyer	1979	1,178	Full	3 / 7	3 / 0
290	24R230686	1032 Shadowoak Dr.	63021	0.80	6/3/2021	$311,000	$270.43	I	0.2218	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,150	Full	3 / 7	1 / 2
291	23R210447	296 Portwind Pl.	63021	0.78	5/4/2022	$311,000	$141.36	X	0.3172	1 / 1	Brick	Ranch	1966	2,200	Full	4 / 8	2 / 1
292	23S220131	620 Dennison Dr.	63021	0.63	5/18/2022	$312,000	$262.40	X	0.4544	1 / 1	Aluminum / Vinyl	Ranch	1955	1,189	Full	3 / 6	1 / 1
293	24S631378	591 Twigwood Dr.	63021	0.37	10/4/2022	$312,000	$238.16	X	0.1795	1 / 1	Frame	Ranch	1972	1,310	Full	3 / 7	2 / 0
294	24R531361	93 Breezeview Dr.	63021	0.74	10/12/2021	$314,000	$143.51	X	0.3409	1 / 2	Masonry and Frame	Conventional	1973	2,188	Full	4 / 9	2 / 1
295	23S210202	283 Cedar Village Ct.	63021	0.87	11/1/2022	$315,000	$240.45	X	0.2127	1 / 1	Aluminum / Vinyl	Ranch	1974	1,310	Full	2 / 7	3 / 0
296	24R130816	102 Caravel Ct.	63021	0.44	11/21/2022	$315,000	$249.40	X	0.3182	1 / 1	Aluminum / Vinyl	Split Foyer	1982	1,263	Full	3 / 7	3 / 0
297	24R510856	361 Napoli Ct.	63021	0.63	6/29/2022	$315,000	$237.91	X	0.2666	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,324	Full	4 / 7	3 / 0
298	24S530613	344 Village Creek Dr.	63021	0.82	7/29/2022	$315,000	$268.54	X	0.2174	1 / 1	Aluminum / Vinyl	Ranch	1974	1,173	Full	3 / 7	2 / 1
299	24R120071	206 Straightoak Ct.	63021	0.76	6/16/2022	$315,000	$249.40	X	0.2668	1 / 1	Frame	Split Foyer	1977	1,263	Full	5 / 9	3 / 0
300	23S210211	271 Cedar Village Ct.	63021	0.88	6/15/2022	$315,000	$295.49	X	0.1752	1 / 1	Asbestos	Ranch	1974	1,066	Full	3 / 6	2 / 0
301	24R130274	1013 Hollybend Dr.	63021	0.50	6/15/2021	$315,000	$226.29	X	0.2168	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,392	Full	4 / 7	3 / 0
302	24R120329	1123 Shadowoak Dr.	63021	0.78	8/30/2021	$315,000	$225.80	X	0.2091	1 / 1	Aluminum / Vinyl	Ranch	1977	1,395	Full	3 / 7	3 / 0
303	24R120457	218 Hollyberry Ct.	63021	0.73	9/7/2021	$315,000	$136.42	X	0.2057	1 / 2	Aluminum / Vinyl	Conventional	1978	2,309	Full	4 / 10	2 / 1
304	24R210152	339 Windyoak Dr.	63021	0.88	7/6/2021	$315,400	$243.55	X	0.1873	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,295	Full	3 / 6	3 / 0
305	24R230558	943 Napoli Dr.	63021	0.65	7/8/2021	$316,000	$296.99	X	0.2420	1 / 1	Aluminum / Vinyl	Ranch	1975	1,064	Full	3 / 8	2 / 0
306	23R210878	647 Amber Jack Dr.	63021	0.75	5/12/2021	$316,000	$141.45	X	0.2996	1 / 2	Masonry and Frame	Conventional	1974	2,234	Full	4 / 8	2 / 1
307	23R220897	319 Reindeer Dr.	63021	0.93	1/4/2021	$316,000	$168.89	X	0.2000	1 / 1.5	Frame	Conventional	1985	1,871	Full	3 / 8	2 / 1
308	23S240063	619 Dennison Dr.	63021	0.68	12/30/2022	$317,000	$269.78	X	0.4937	1 / 1	Aluminum / Vinyl	Ranch	1955	1,175	Full	3 / 6	2 / 1
309	24R130146	1016 Hollyleaf Ct.	63021	0.51	7/23/2021	$318,000	$229.93	X	0.2044	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,383	Full	4 / 8	3 / 0
310	24S540452	664 Twigwood Dr.	63021	0.53	7/8/2021	$320,000	$244.27	X	0.1920	1 / 1	Aluminum / Vinyl	Ranch	1972	1,310	Full	3 / 7	2 / 0
311	24R130605	1117 Hollyberry Dr.	63021	0.59	2/19/2021	$320,000	$181.92	X	0.1983	1 / 1	Frame	Ranch	1978	1,759	Full	3 / 8	3 / 0
